,0
0,nager
1,vague
2,bleu
3,palme
4,masque
5,tuba
6,maillot
7,bain
8,poisson
9,eau
10,kibitzenau
11,wacken
12,hôtel
13,vacances
14,bouée
15,enfant
16,canard
17,apnée
18,combinaison
19,néoprène
20,plonger
21,bulle
22,ami
23,allemagne
24,kehl
25,entrer
26,serviette
27,savon
28,shampooing
29,brosse
30,évacuation
31,pavé
32,bronzé
33,extérieur
34,couvert
35,aspiration
36,plongeoir
37,longueur
38,brasse
39,crawl
40,papillon
41,laure
42,manaudou
43,compétition
44,plot
45,maître-nageur
46,sport
47,bonnet
48,bain
49,lunettes
50,enfance
51,soleil
