,0
0,sparadrap
1,sang
2,hôpital
3,chirurgie
4,cancérologie
5,aiguille
6,bloc
7,opératoire
8,hôpital
9,blanc
10,blouse
11,médecin
12,docteur
13,infirmière
14,psychologue
15,psychiatre
16,potence
17,chaise
18,roulante
19,cri
20,angoisse
21,souffrance
22,urine
23,drain
24,thorax
25,point
26,suture
27,plaie
28,médicament
29,opiacé
30,pyjama
31,saleté
32,transpiration
33,sueur
34,vomissement
35,peur
36,solitude
37,fenêtre
38,espoir
39,vie
40,guérison
41,fin
42,souffrance
43,solidarité
44,soigner
45,médecine
46,clinique
47,réadaptation
48,rééducation
49,course
50,guérison
51,oubli
52,rechute
53,stade
54,quatre
55,mort
56,enterrement
57,terre
58,tristesse
59,famille
