,0
0,pharmacie
1,vipère
2,dieu
3,diable
4,boa
5,python
6,sepent
7,sonnette
8,venin
9,antidote
10,louvoyer
11,fourbe
12,sournois
13,jungle
14,préhistoire
15,rampant
16,lézard
17,dinosaure
18,homme
19,évolution
20,environnement
21,faune
22,flore
23,animaux
24,guépard
25,lion
26,tigre
27,panthère
28,félin
29,guépard
30,léopard
31,animaux
32,jungle
33,animaux
34,ferme
35,cochon
36,oie
37,sauvage
38,canard
39,équilibre
40,homme
41,environnement
42,femme
43,enfant
44,terre
45,nuage
46,ciel
47,mer
48,océan
49,montagne
50,chalet
51,alpage
52,beauté
53,nature
54,lac
55,hauteur
56,neiges-éternelles
57,nuage
58,ciel
59,bleu
60,soleil
61,équilibre
62,osmose
63,univers
64,big
65,bang
66,dieu
