,0
0,vingt-cinq
1,mètres
2,cinquante
3,mètres
4,cent
5,mètres
6,crawl
7,dos
8,crawlé
9,brasse
10,papillon
11,plongeoir
12,cinq
13,mètres
14,dix
15,mètres
16,natation
17,compétition
18,eau
19,mer
20,mare
21,lac
22,étang
23,rivière
24,cours
25,eau
26,toboggan
27,pataugeoire
28,profondeur
29,plonger
30,plongeon
31,salto
32,saut
33,intérieur
34,extérieur
35,découverte
36,jacuzzi
37,spa
38,détente
39,sport
40,dépense
41,physique
42,mentale
43,attraction
44,sensation
45,glisse
46,bouée
47,nageoire
48,poisson
49,requin
50,baleine
51,oursin
52,bleu
53,vert
54,limpide
55,liquide
