,0
0,bleu
1,carreau
2,dauphin
3,villa
4,sud
5,vacances
6,maillot
7,bain
8,bouée
9,natation
10,cocktail
11,tropiques
12,bleu
13,turquoise
14,froid
15,chauffer
16,aspirateur
17,feuille
18,amis
19,baignade
20,jouer
21,lunettes
22,natation
23,bonnet
24,bain
25,enfant
26,rire
27,détente
28,amusement
29,vacances
30,ciel
31,bleu
32,chlore
33,bronzage
34,crème
35,solaire
36,transat
37,plongeoir
38,plonger
39,couverte
40,découverte
41,vingt-cinq
42,mètres
43,cinquante
44,mètres
45,ligne
46,natation
47,compétition
48,jeux
49,olympiques
50,bouée
51,apprendre
52,nager
53,nager
54,crawl
55,dros
56,crawlé
57,brasse
58,papillon
59,piscine
60,wacken
61,vélo
