,0
0,poule
1,gazon
2,fille
3,remise
4,tomate
5,plant
6,gaz
7,pantalon
8,t-shirt
9,lunettes
10,tête
11,carton
12,tissu
13,oreiller
14,armoire
15,placard
16,étagère
17,tondeuse
18,gazon
19,binette
20,déchet
21,poubelle
22,maison
23,balcon
24,fenêtre
25,porte
26,infraction
27,prétoire
28,robe
29,juge
30,mer
31,sable
32,parasol
33,chaise
34,longue
35,table
36,apéritif
37,vin
38,eau
39,sirop
40,bulle
41,ballon
42,pied
43,taille-haie
44,chemise
45,gant
46,chaussures
47,chaussettes
48,arbre
49,arbuste
50,haie
51,pommier
52,mirabellier
53,quetschier
54,palissade
55,portail
56,garde-côte
