,0
0,douleur
1,mal
2,soigner
3,placebo
4,médicament
5,médecin
6,infirmier
7,pharmacien
8,unité
9,douleur
10,centre
11,douleur
12,clinique
13,toussaint
14,nouvel
15,hôpital
16,bloc
17,opératoire
18,paracétamol
19,perfalgan
20,morphinique
21,opiacé
22,fentanyl
23,sufentanyl
24,seringue
25,aiguille
26,pousse
27,seringue
28,anticipation
29,échelle
30,visuelle
31,analogique
32,échelle
33,visuelle
34,numérique
35,signe
36,douleur
37,repérer
38,numériser
39,obligation
40,rôle
41,propre
42,infirmier
43,comités
44,lutte
45,contre
46,douleur
47,nécessité
48,patient
49,soigner
50,traiter
51,douleur
52,continue
53,douleur
54,fantôme
55,opération
56,pied
57,comfil
58,mla
59,enfant
60,lidocaïne
61,xylocaïne
62,anesthésie
63,locale
64,anesthésie
65,loco-régionale
66,anesthésie
67,générale
68,péridurale
69,rachianesthésie
70,péridurale
71,accouchement
72,accouchement
73,sans
74,douleur
75,accouchement
76,l’eau
77,position
78,position
79,antalgique
80,demi-assis
81,coté
82,jambes
83,repliées
84,enseignement
85,signe
86,observation
87,faciès
88,crispation
89,signes
90,non
91,verbaux
92,signes
93,verbaux
94,plainte
95,gémissement
