,0
0,douleur
1,perdre
2,être
3,cher
4,perte
5,perte
6,souffrance
7,blessure
8,tordre
9,tordre
10,douleur
11,irritation
12,rectale
13,articulation
14,problème
15,gastrique
16,problème
17,dos
18,problème
19,cou
20,problème
21,épaule
22,problème
23,cheville
24,douleur
25,âme
26,blessure
27,psychologique
28,difficulté
29,ne
30,pas
31,parvenir
32,dépasser
33,douleur
34,surpasser
35,douleur
36,contre
37,douleur
38,médicament
39,soin
40,médecin
41,infirmier
42,aide-soignant
43,aide-soignant
44,hôpital
45,clinique
46,centre
47,traumatologie
48,sos
49,main
