,0
0,stagner
1,indescriptible
2,variation
3,varier
4,demeurer
5,partir
6,choisir
7,écrire
8,mourir
9,prendre
10,reprendre
11,descendre
12,apprendre
13,finir
14,redéfinir
15,dessiner
16,affirmer
17,démarrer
18,redémarrer
19,commencer
20,jaune
21,bleu
22,noir
23,rouge
24,vert
25,orange
26,violet
27,imbécile
28,idiot
29,variété
30,musique
31,trompette
32,piano
33,orgue
34,violon
35,saxophone
36,batterie
37,cymbale
38,tom
39,basse
40,contrebasse
41,baryton
42,beugle
43,trompette
44,cavalerie
45,trompette
46,harmonie
47,jaune
48,bleu
49,noir
50,vert
51,rouge
52,orange
53,ciel
54,bleu
55,nuage
56,pluie
57,orage
58,grêle
59,venteux
60,éclairé
61,ombragé
62,descendre
63,marche
64,lumière
65,maison
66,voiture
67,garage
68,bateau
69,avion
70,nuage
71,montagne
72,plaine
73,rivière
74,affluent
75,mer
76,océan
77,ville
78,village
79,arbre
80,plante
81,carnivore
82,insecte
83,chien
84,chat
85,poule
86,vache
87,cochon
88,porc
89,sanglier
90,biche
91,dévorer
92,amarrer
93,partir
94,lire
95,écrire
96,finir
97,taper
98,caresser
99,soigner
100,décourager
101,courage
102,vaillant
103,battre
104,taper
105,poing
106,fermer
107,casser
108,fracasser
109,inhibiteur
110,pompe
111,chaleur
112,carrelage
113,platre
114,mur
