,0
0,douleur
1,santé
2,médecin
3,infirmière
4,aide-soignant
5,psychologue
6,ergothérapeute
7,psychomotricien
8,douleur
9,drogue
10,douleur
11,chimie
12,douleur
13,médicament
14,douleur
15,hypocondriaque
16,corps
17,tête
18,corps
19,tête
20,jambe
21,cancer
22,diabète
23,leucémie
24,migraine
25,migratoire
26,migratoire
27,migratoire
28,douleur
29,chronique
30,douleur
31,diffuse
32,douleur
33,mal
34,mal-être
35,chirurgien
36,interne
37,interniste
38,corps
39,médical
40,hôpital
41,hôpital
42,clinique
43,pied
44,tête
45,jambe
46,corps
47,foie
48,foie
49,sang
50,douleur
51,douleur
52,tendinite
53,tendinite
54,dos
55,douleur
56,dos
57,douleur
58,mal
59,œil
60,nez
61,bouche
62,oreille
63,muqueuse
64,douleur
65,gynécologique
66,sphère
67,orl
