,0
0,chat
1,chien
2,ours
3,hippopotame
4,panda
5,dromadaire
6,chameau
7,éléphant
8,girafe
9,gorille
10,singe
11,macaque
12,ouistiti
13,papillon
14,oiseau
15,merle
16,geai
17,scarabée
18,hanneton
19,coccinelle
20,puceron
21,aigle
22,dinosaure
23,mammouth
24,guépard
25,suricate
26,chien
27,prairie
28,marmotte
29,chamois
30,tigre
31,lion
32,lion
33,lionceau
34,dauphin
35,baleine
36,pingouin
37,perroquet
38,perruche
39,dobermann
40,labrador
41,persan
42,rat
43,souris
44,hamster
45,lapin
46,poule
47,vache
48,cochon
49,brebis
50,mouton
51,chèvre
52,chevreau
