,0
0,bible
1,religion
2,monothéiste
3,péché
4,originel
5,jalousie
6,rêve
7,serpent
8,morsure
9,venin
10,vice
11,peur
12,phobie
13,principale
14,peur
15,grosse
16,peur
17,phobie
18,sournois
19,imprévisible
20,dégoût
21,serpent
22,dégoût
23,origine
24,souffrances
25,religion
26,il
27,n'y
28,avait
29,pas
30,eu
31,serpent
32,eve
33,n'aurait
34,pas
35,croqué
36,pomme
37,n'y
38,aurait
39,pas
40,eu
41,vit
42,aujourd'hui
43,serpent
44,est
45,vice
46,vicieux
47,mal
48,même
49,enlevant
50,son
51,venin
52,seule
53,fois
54,répète
55,serpent
56,toujours
57,capable
58,créer
59,mal
