,0
0,bureau
1,psychiatrie
2,pluie
3,hôtel
4,ill
5,vélo
6,arbre
7,ciel
8,soleil
9,laine
10,cachemire
11,table
12,fenêtre
13,rideau
14,balcon
15,route
16,chemin
17,paupière
18,visage
19,nez
20,oreille
21,cheveux
22,corps
23,jambe
24,pieds
25,chaussure
26,vêtement
27,habits
28,pantalon
29,tee
30,shirt
31,veste
32,écharpe
33,gants
34,mouchoir
35,bonnet
36,baignoire
37,mirroir
38,tapis
39,sourire
40,pleurs
41,lit
42,dormir
43,dessin
44,feuille
45,crayon
46,peinture
47,pinceau
48,couleur
49,rouge
50,vert
51,bleu
52,noir
53,blanc
54,télévision
55,bibliothèque
56,livre
57,fauteuil
58,chien
59,chat
60,animaux
61,voiture
62,clé
63,sac
64,dos
65,magasin
66,aliments
67,poêle
68,casserole
69,enfant
70,papa
71,maman
