,0
0,amitié
1,mariage
2,manger
3,eva
4,mathilde
5,école
6,photographe
7,katia
8,hôpital
9,test
10,nougatine
11,chocolat
12,haras
13,bertschy
14,rohmer
15,service
16,trente
17,onze
18,porte
19,bien
20,sereine
21,malade
22,bipolaire
23,tête
24,cerveau
25,yeux
26,fermés
27,plus
28,mots
29,sourire
30,rire
31,cerveau
32,accélère
33,sortie
34,ligne
35,yeux
36,faire-part
37,marrant
38,coquine
39,trait
40,crayon
41,papier
42,doux
43,stylo
44,pas
45,bic
46,bruit
47,pas
48,changer
49,manger
50,feuille
51,sachet
52,porte
53,cuillère
