,0
0,animaux
1,chat
2,chien
3,bœuf
4,poulet
5,cochon
6,porc
7,veau
8,vache
9,dindon
10,coccinelle
11,grenouille
12,poisson
13,carpe
14,truite
15,éléphant
16,girafe
17,rhinocéros
18,hippopotame
19,crocodile
20,zèbre
21,zébu
22,antilope
23,gazelle
24,baleine
25,otarie
26,ours
27,polaire
28,cachalot
29,dauphin
30,requin
31,moustique
32,libellule
33,fourmi
34,rat
35,souris
36,martre
37,loutre
38,ragondin
39,castor
40,mouton
41,chamois
42,biche
43,cerf
44,mouflon
45,marmotte
46,lama
47,koala
48,kangourou
49,walibi
50,panda
51,élan
52,pieuvre
