,0
0,bleu
1,rouge
2,bureau
3,psychologue
4,strasbourg
5,cathédrale
6,micro
7,chaise
8,table
9,vêtement
10,maison
11,appartement
12,voyage
13,tableau
14,peinture
15,aquarelle
16,gouache
17,acrylique
18,jaune
19,bleu
20,rouge
21,vert
22,violet
23,citron
24,pamplemousse
25,ananas
26,fleur
27,arbre
28,if
29,buis
30,musique
31,facteur
32,musicien
33,concert
34,tarte
35,groseille
36,gratter
37,minute
38,temps
39,passe
40,fil
41,ordinateur
42,luisa
43,stagiaire
44,cave
45,grenier
46,salle
47,bain
48,difficile
49,choisir
50,mot
51,long
52,temps
53,disque
54,ordinateur
55,souris
56,unité
57,bureau
58,clavier
59,console
60,informatique
61,cinéma
62,fauteuil
63,film
64,scarlet
65,sculpture
66,musée
67,rodin
68,paris
69,ville
70,capitale
71,new
72,york
73,venise
74,rome
75,île
76,papier
77,feuille
78,carbone
79,calque
80,grammage
81,cuisine
82,pâtes
83,riz
84,frigidaire
85,dessert
86,plat
87,principal
88,viande
89,poisson
