,0
0,âne
1,ânesse
2,hanneton
3,canard
4,poussin
5,poule
6,coq
7,chat
8,chaton
9,chien
10,chienne
11,chiot
12,poulain
13,pouliche
14,jument
15,serpent
16,souris
17,tortue
18,éléphant
19,girafe
20,buffle
21,léopard
22,guépard
23,tigre
24,lion
25,lionceau
26,crocodile
27,ours
28,panda
29,vache
30,bœuf
31,veau
32,cochon
33,truite
34,porc
35,canard
36,aigle
37,oiseau
38,rhinocéros
39,gorille
40,singe
41,babouin
42,orang-outan
43,loup
44,renard
45,hibou
46,chouette
47,faon
48,biche
49,renne
50,truite
51,poisson
52,souris
53,mulot
