,0
0,serpent
1,moche
2,froid
3,sang
4,froid
5,vert
6,sonnette
7,terrestre
8,glisse
9,fourmi
10,dégueulasse
11,piqûre
12,venin
13,poison
14,anti-venin
15,aspivenin
16,vacances
17,chemin
18,bois
19,amazonie
20,forêt
21,tropique
22,zoo
23,cobra
24,anaconda
25,serpent
26,sonnette
27,orvet
28,pas
29,méchant
30,vipère
31,vipère
32,poing
33,livre
34,film
35,serpent
36,crocodile
37,eau
38,horreur
39,terrarium
40,nouveaux
41,animaux
42,compagnie
43,pompier
44,danger
45,difficulté
46,buisson
47,forêt
48,promenade
49,sandales
50,pantalon
51,sac
52,dos
53,protection
54,anticipation
55,connaissance
56,livre
57,guide
58,montagne
59,serpent
60,mer
61,poisson
62,océan
63,baleine
64,dauphin
65,gentil
66,gentil
67,méchant
68,entre
69,deux
70,entre
71,deux
72,eaux
73,fonds
74,marins
75,surface
