,0
0,danger
1,mourir
2,enfant
3,noyer
4,bactérie
5,champignon
6,difficulté
7,nager
8,piscine
9,trop
10,petite
11,piscine
12,trop
13,froide
14,piscine
15,sur-encombrée
16,piscine
17,éloignée
18,piscine
19,intercommunale
20,piscine
21,cher
22,entretien
23,piscine
24,appréciée
25,compétiteurs
26,piscine
27,appréciée
28,"alice,"
29,29
30,"ans,"
31,habitant
32,genève
33,piscine
34,hobby
35,certain
36,nombre
37,personnes
38,contact
39,eau
40,bien-être
41,eau
42,porte
43,portage
44,eau
45,piscine
46,siège
47,évolution
48,sous-marine
49,entrainement
50,plongée
51,sous-marine
52,clubs
53,création
54,piscine
55,professionnel
56,création
57,piscine
58,problème
59,consommation
60,eau
61,limiter
62,piscines
63,limiter
64,consommation
65,eau
66,carola
67,premières
68,piscines
69,vallée
70,rhin
71,après-guerre
72,carola
73,eau
74,source
75,thermale
76,eau
77,source
78,alimentaire
79,siège
80,premières
81,évolutions
82,premières
83,évaluations
84,piscine
