,0
0,valise
1,sac
2,balançoire
3,cocktail
4,plage
5,mer
6,table
7,chaise
8,cuillère
9,assiette
10,parasol
11,bonnet
12,vent
13,escalier
14,route
15,voiture
16,avion
17,cheval
18,chat
19,souris
20,herbe
21,gazon
22,pelouse
23,piscine
24,dormir
25,manger
26,courir
27,voler
28,apprendre
29,lire
30,livre
31,étagère
32,bouquin
33,maîtresse
34,boulanger
35,potager
36,facteur
37,nettoyer
38,diriger
39,mener
40,conduire
41,société
42,compagnie
43,assurance
44,banque
45,distributeur
46,automatique
47,bus
48,caravane
49,surf
50,parapluie
51,box
52,bombe
53,cravache
54,talon
55,botte
56,tong
57,rencontre
58,rendez-vous
59,dentiste
60,esthéticienne
61,carnage
62,boucan
63,feu
64,bruit
65,accident
66,aspirateur
67,pompier
68,événement
69,anniversaire
70,mariage
71,décès
72,enterrement
73,école
74,collège
75,lycée
76,crèche
77,
78,
79,
80,
81,
82,voyage
83,avion
84,hélicoptère
85,kayak
86,plongée
87,pizza
88,pâte
89,fruit
90,légume
91,aubergine
92,courgette
93,tomate
94,oignon
95,persil
96,ciboulette
97,thym
98,gratin
99,lasagne
100,ustensile
101,tablier
102,toque
103,étoile
104,gazon
105,ciel
106,bleu
107,rouge
108,vert
109,orange
110,pomme
111,cueillir
112,jardiner
113,cuisiner
114,mélanger
