,0
0,douleur
1,anti-douleur
2,articulation
3,souffrir
4,pleurs
5,larme
6,hospitalisation
7,infection
8,rougeur
9,plaie
10,douleur
11,mal
12,amour
13,autodestruction
14,auto-agression
15,détruire
16,taper
17,dessus
18,douleur
19,cérébrale
20,douleur
21,dorsale
22,cervicale
23,douleur
24,dorsale
25,cervicale
26,douleur
27,genou
28,douleur
29,pied
30,ampoule
31,embolie
32,pulmonaire
33,infection
34,douleur
35,neurologique
36,contraction
37,antidépresseur
38,antipsychotique
39,neuroleptique
40,ibuprofène
41,paracétamol
42,brûlure
43,estomac
44,vomissement
45,bourdonnement
46,oreille
47,douleur
48,visuelle
49,douleur
50,dentaire
51,douleur
52,nasale
53,douleur
54,cérébrale
55,sang
56,médecin
57,infirmier
58,hospitalisation
59,samu
60,accident
