,0
0,pomme
1,péché
2,satan
3,déguisement
4,mensonge
5,culpabilité
6,méchant
7,mauvais
8,ennemi
9,gloire
10,jésus
11,combat
12,gagné
13,avance
14,espérance
15,espoir
16,vie
17,meilleure
18,tolérance
19,gens
20,amour
21,prochain
22,combattre
23,pensées
24,négatives
25,lutte
26,quotidienne
27,vert
28,peur
29,angoisse
30,anxiété
31,glisse
32,comme
33,ça
34,glissement
35,dégoût
36,peur
37,angoisse
38,sous-nutrition
39,malnutrition
40,fatigue
41,cauchemar
42,terreur
43,nocturne
44,neveu
45,elie
46,trois
47,ans
48,demi
49,précoce
50,précocité
51,punition
52,correction
53,hyperactivité
54,grand-père
55,euphorie
56,deuil
57,décédé
58,pomme
59,péché
60,pomme
61,rouge
62,image
63,vérité
64,vérité
65,ennemi
66,satan
67,représentation
68,catholicisme
69,représentation
70,diabolique
71,schéma
72,peinture
73,image
74,dessin
75,esquisse
