,0
0,vacances
1,nager
2,plonger
3,sauter
4,chaleur
5,chlore
6,bleu
7,jardin
8,piscine
9,municipale
10,piscine
11,débordement
12,piscine
13,grand
14,petit
15,piscine
16,ou
17,sans
18,escalier
19,piscine
20,chauffée
21,piscine
22,intérieur
23,piscine
24,extérieur
25,crawl
26,papillon
27,dos
28,crawlé
29,eau
30,flotter
31,bateau
32,siège
33,gonflable
34,planche
35,bouée
36,reposer
37,détendre
38,masser
39,jets
40,piscine
41,bronzer
42,autour
43,piscine
44,soleil
45,pays
46,chauds
47,espagne
48,italie
49,croatie
