,0
0,arbre
1,buisson
2,forêt
3,mousse
4,papillon
5,chenille
6,écorce
7,feuille
8,épine
9,ciel
10,soleil
11,nuage
12,rivière
13,poisson
14,algue
15,pierre
16,colline
17,plaine
18,horizon
19,vague
20,mer
21,coquillage
22,sable
23,soleil
24,vent
25,algue
26,corail
27,route
28,voiture
29,train
30,bateau
31,poid
32,lourd
33,fusée
34,chien
35,chat
36,tortue
37,kangourou
38,montagne
39,classe
40,pierre
41,caillou
42,chemin
43,chalet
44,fenêtre
45,cheminée
46,bois
47,feu
48,sport
49,entraînement
50,diététique
51,alimentation
52,hygiène
53,vie
54,hydratation
55,boisson
56,transpiration
57,stretching
58,récupération
59,étirements
60,préparation
