,0
0,serpent
1,morse
2,vue
3,serpent
4,pomme
5,serpent
6,chinois
7,dragon
8,serpent
9,serpent
10,serpent
11,morse
12,dessin
13,amusement
14,animal
15,véloce
16,rapide
17,dangereux
18,intéressant
19,patte
20,cent
21,pattes
22,mille
23,pattes
24,cent
25,quatre-vingt-dix-neuf
26,quatre-vingt-dix-huit
27,quatre-vingt-dix-sept
28,quatre-vingt-seize
29,quatre-vingt-quinze
30,cent
31,pattes
32,un
33,deux
34,trois
35,un
36,deux
37,temps
38,occupation
39,serpent
40,pomme
41,adam
42,eve
43,mythologie
44,un
45,deux
46,trois
47,livre
48,religion
49,un
50,deux
51,trois
52,testament
53,nouveau
54,ancien
55,un
56,deux
57,trois
58,bible
59,coran
60,torah
61,un
62,deux
63,trois
64,livre
65,religion
66,un
67,deux
68,trois
69,serpent
70,nature
71,désert
72,environnement
73,espace
74,chaud
75,chaud
76,un
77,deux
78,couleuvre
79,un
80,deux
81,trois
82,vipère
83,un
84,deux
85,trois
86,boa
87,un
88,deux
89,trois
90,famille
91,un
92,deux
93,trois
94,famille
95,un
96,deux
97,trois
98,animal
99,animaux
100,un
101,deux
102,serpent
103,signe
104,astrologique
105,un
106,deux
107,trois
108,mythologie
109,un
110,deux
111,trois
112,religieuse
113,un
114,deux
115,trois
116,religion
117,hindou
118,éléphant
119,un
120,deux
121,trois
122,ganesh
123,un
124,deux
125,trois
126,minute
127,un
128,deux
129,trois
130,un
131,un
132,deux
133,trois
134,trente
