,0
0,ennui
1,effroi
2,douleur
3,énervement
4,tristesse
5,incompréhension
6,ras-le-bol
7,travail
8,handicap
9,faire
10,face
11,prendre
12,soi
13,jouer
14,mentir
15,aller
16,mieux
17,bienveillance
18,envie
19,avancer
20,être
21,stabilisé
22,plus
23,vagues
24,être
25,bien
26,envie
27,réussir
28,construire
29,envie
30,sourire
31,voyager
32,découvrir
33,trouver
34,traitement
35,solution
36,réponse
37,soulagement
38,poids
39,moins
40,accepter
41,pas
42,dévaloriser
43,toujours
44,avancer
45,toujours
46,croire
47,relativiser
48,choses
49,pires
50,trouver
51,voie
52,trouver
53,son
54,chemin
