,0
0,jungle
1,sac
2,main
3,vert
4,chaleur
5,tropiques
6,amérique
7,sud
8,indien
9,pirogue
10,fleuve
11,or
12,civilisation
13,zoo
14,éléphant
15,zèbre
16,guichet
17,entrée
18,enfant
19,ballon
20,gaufre
21,gravier
22,odeur
23,zèbre
24,loutre
25,thionville
26,sonnette
27,strident
28,panier
29,fmûte
30,chapeau
31,dresseur
32,cirque
33,cheval
34,chevaux
35,cheval
36,selle
37,apprenti
38,palefrenier
39,route
40,virage
41,sinueux
42,adam
43,eve
44,pomme
45,piqûre
46,mortel
47,poison
48,couleur
49,brun
50,vert
51,odeur
52,tortueux
53,voiture
54,tasmanie
55,incident
56,vingt-cinq
57,degrés
58,température
59,chaleur
60,kangourou
61,koala
62,avion
63,vacances
64,amusement
65,voiture
66,location
67,jeunesse
