,0
0,adam
1,eve
2,jardin
3,jésus
4,christ
5,malin
6,intelligent
7,chercher
8,interroger
9,interpeller
10,croire
11,enfant
12,charlotte
13,fraise
14,chocolat
15,bon
16,goût
17,bourgeoisie
18,façon
19,bourgeoise
20,luxe
21,calme
22,volupté
23,charles
24,baudelaire
25,fleurs
26,fleurs
27,mal
28,pourriture
29,pourri
30,biologique
31,végétal
32,lagune
33,renault
34,citröen
35,logo
36,blanc
37,blanche
38,neige
39,sept
40,nains
41,improbable
42,incrédule
43,signal
44,alarme
45,sos
46,hellp
47,syndrome
48,moi-même
49,amis
50,amours
51,emmerdes
52,télévision
53,radio
54,radio
55,encore
56,fois
57,voix
58,émission
59,qui
60,quoi
61,comment
62,questionnement
63,journaliste
64,bbc
65,news
66,newsletter
67,abonnement
68,engagement
69,élection
70,voler
71,vol
72,oiseau
73,nain
74,poussin
75,jaune
76,orange
77,dessin
78,peinture
79,couette
80,silence
81,calme
82,volupté
83,soldat
84,soldat
85,plomb
86,mort
87,revival
88,incroyable
