,0
0,serpent
1,serpentin
2,reptile
3,reptilien
4,rétine
5,yeux
6,bleus
7,verts
8,bruns
9,caca
10,oie
11,papa
12,maman
13,enfance
14,redondant
15,rebondir
16,balle
17,diabolo
18,cirque
19,circassien
20,circassien
21,circassienne
22,chien
23,chienne
24,animaux
25,compagnie
26,animaux
27,sauvages
28,lion
29,lionne
30,reptile
31,corps
32,froid
33,chaleur
34,sang
35,bleu
36,serpentin
37,nouvel-an
38,confetti
39,fête
40,fiesta
41,fiesta
42,carambar
43,blague
44,carambar
45,carambar
46,caramba
47,mexicain
48,mexique
49,mexicaine
50,clara
51,pérou
52,amérique
53,sud
54,cuba
55,soleil
56,chaleur
