,0
0,piscine
1,eau
2,fraîcheur
3,turquoise
4,bleu
5,yeux
6,translucidité
7,transparence
8,légèreté
9,plume
10,oiseau
11,douceur
12,n'aime
13,pas
14,mecs
15,yeux
16,bleus
17,mais
18,est
19,problème
20,piscine
21,municipale
22,bain
23,romain
24,eau
25,abondance
26,boire
27,eau
28,bleue
29,eau
30,verte
31,eau
32,transparente
33,comparaison
34,autres
35,couleurs
36,marron
37,bleu
38,est
39,génial
40,parce
41,que
42,pas
43,beaucoup
44,gens
45,ont
46,yeux
47,bleus
48,part
49,russes
50,plein
51,bleus
52,différents
53,éventail
54,couleur
55,dégradé
56,quand
57,fais
58,cheveux
59,gens
60,peux
61,multiplier
62,toutes
63,couleurs
64,ensemble
