,0
0,chat
1,chien
2,hamster
3,cochon
4,inde
5,baleine
6,otarie
7,phoque
8,pingouin
9,manchot
10,coucou
11,dinde
12,éléphant
13,girafe
14,gorille
15,chimpanzé
16,macaque
17,singe
18,poule
19,béluga
20,requin
21,cachalot
22,calamar
23,pieuvre
24,étoile
25,mer
26,crabe
27,escargot
28,limace
29,hérisson
30,grenouille
31,triton
32,crapaud
33,cerf
34,daim
35,renne
36,élan
37,ours
38,lynx
39,saumon
40,aigle
41,faucon
42,perroquet
43,canari
44,caniche
45,bouledogue
46,gerbille
47,souris
48,rat
49,ragondin
50,araignée
51,moustique
52,scorpion
