,0
0,chien
1,chat
2,oiseau
3,lapin
4,hamster
5,cochon
6,inde
7,cheval
8,âne
9,poney
10,zèbre
11,girafe
12,lion
13,hippopotame
14,suricate
15,panthère
16,léopard
17,puma
18,guépard
19,goéland
20,corbeau
21,moineau
22,merle
23,coucou
24,pivert
25,pivert
26,pic
27,épeiche
28,pique-bois
29,mygale
30,araignée
31,mouche
32,scolopendre
33,scorpion
34,blatte
35,cafard
36,coccinelle
37,doryphore
38,hanneton
39,moustique
40,vache
41,veau
42,cochon
43,poule
44,pintade
45,dindon
46,dinde
47,garenne
48,lièvre
49,biche
50,faon
51,chevreuil
52,élan
53,orignal
54,ours
55,grizzli
56,phoque
57,dauphin
58,baleine
59,cétacé
