,0
0,serpent
1,moche
2,froid
3,sang_froid
4,vert
5,sonnette
6,terrestre
7,glisse
8,fourmi
9,dégueulasse
10,piqûre
11,venin
12,poison
13,anti-venin
14,aspivenin
15,vacances
16,chemin
17,bois
18,amazonie
19,forêt
20,tropique
21,zoo
22,cobra
23,anaconda
24,serpent_sonnette
25,orvet
26,pas_méchant
27,vipère
28,vipère_poing
29,livre
30,film
31,serpent
32,crocodile
33,eau
34,horreur
35,terrarium
36,nouveaux_animaux_compagnie
37,pompier
38,danger
39,difficulté
40,buisson
41,forêt
42,promenade
43,sandales
44,pantalon
45,sac_dos
46,protection
47,anticipation
48,connaissance
49,livre
50,guide
51,montagne
52,serpent_mer
53,poisson
54,océan
55,baleine
56,dauphin
57,gentil
58,gentil
59,méchant
60,entre_deux
61,entre_deux_eaux
62,fonds_marins
63,surface
