,0
0,douleur
1,mal
2,très_mal
3,échelle
4,échelle_douleur
5,cri
6,pleurs
7,hurlement
8,douleur_physique
9,douleur_psychique
10,différence
11,aider
12,rassurer
13,soulager
14,caresser
15,traiter
16,antalgique
17,doliprane
18,morphinique
19,plein_choses
20,traiter_douleur
21,être_conscient_douleur
22,soulager
23,essayer_soulager_maximum
24,position
25,antalgique
26,mal
27,maux
28,guérir
29,aider
30,rassurer
31,discuter
32,douleur
33,douleur_cœur
34,cœur_brisé
35,lourdeur
36,sensation_lourdeur
37,larme
38,soulagement
39,arrêter_douleur
40,plus_rapidement_possible
