,0
0,liberté
1,égalité
2,fraternité
3,france
4,voyage
5,europe
6,estonie
7,lettonie
8,lituanie
9,suède
10,suédoise
11,belle_vie
12,psychologie
13,complication
14,vie
15,ko
16,théorie
17,léonard_vinci
18,voiture
19,hérisson
20,hérisson
21,hérisson
22,son
23,micro
24,micro
25,japon
26,faire_karaoké
27,karaoké
28,nǐ_hǎo
29,pologne
30,pologne
31,pologne
32,conservateur
33,conservateur
34,conservateur
35,conservateur
36,voyage
37,test
38,psychotechnique
39,préfèrerais_changer_final
40,timidité
41,pas_choix
42,famille
43,compliqué
44,fatigué
45,très_fatigué
