,0
0,été
1,soleil
2,vacances
3,parasol
4,terrasse
5,chien
6,chat
7,pigeon
8,oiseau
9,herbe
10,tondeuse
11,musique
12,chanson
13,chanteur
14,chorégraphe
15,danseur
16,artiste
17,cinéma
18,scénariste_réalisateur
19,spectateur
20,siège
21,écran
22,escalier
23,bâtiment
24,fenêtre
25,porte
26,bureau
27,chaise
28,écran
29,ordinateur
30,téléphone
31,bilan
32,évaluation
33,rendez-vous
34,jour
35,journée
36,mercredi
37,jeudi
38,vendredi
39,samedi
40,dimanche
41,lundi
42,mardi
43,semaine
44,mois
45,année
46,assis
47,dossier
48,pied
49,vêtement
50,habit
51,pull
52,gilet
53,t-shirt
54,pantalon
55,chaussettes
56,soutien-gorge
57,bijoux
58,bague
59,boucles_oreille
60,lunettes
61,collier
62,montre
63,cheveux
64,élastique
65,proche
66,apparat
67,hiver
68,ski
69,bottes
70,manteau
71,neige
72,voiture
73,train
74,avion
75,bateau
76,tram
77,bus
78,vélo
79,marche
80,randonnée
81,montagne
82,forêt
83,chemin
84,étape
85,course
86,pays
87,france
88,allemagne
89,région
90,département
91,canton
92,ville
