,0
0,serpent
1,reptile
2,lézard
3,queue
4,lapin
5,lévrier
6,course
7,cheval
8,omar_sharif
9,omar_tuer
10,prison
11,justice
12,meurtre
13,homicide
14,libérage
15,libération
16,journal
17,monde
18,monde
19,équipe
20,planète
21,planète
22,planète
23,système_solaire
24,soleil
25,lumière
26,lumière
27,photon
28,photon
29,particule
30,gluon
31,électron
32,positron
33,accélérateur_particule
34,fusion_thermonucléaire
35,recherche
36,fondamental
37,chercheur
38,science
39,conscience
40,âme
41,âme
42,volatile
43,volatile
44,essence
45,pétrole
46,pétrole
47,magnat
48,magnat_pétrole
49,magnat
50,voleur
51,voleur
