,0
0,angoissé
1,fatigué
2,oppressé
3,alors
4,peut-être
5,donc
6,or
7,ni
8,car
9,un
10,deux
11,trois
12,quatre
13,cinq
14,six
15,sept
16,huit
17,neuf
18,dix
19,onze
20,douze
21,douze
22,onze
23,treize
24,quatorze
25,maman_manque
26,père_manque
27,ex_manque
28,amis_manquent
29,tout_manque
30,walkman
31,cd
32,madonna
33,like_virgin
34,confessions_tour
35,blond
36,révolution
37,cheveux
38,maquillage
39,danse
40,martin
41,luc
42,jean
43,antoine
44,pierre
45,paul
46,jacques
47,maximilien
48,antoine
49,théo
50,luisa
