,0
0,serpent
1,douleur
2,morsure
3,vert
4,brun
5,écaille
6,crocs
7,recherche_médicale
8,recherche_venin
9,aventure
10,promenade
11,désert
12,tropiques
13,jardin_tropical
14,sol
15,air
16,feu
17,serpent_sonnette
18,arabe
19,joueur_flûte
20,animal_maltraité
21,sac
22,hermès
23,chaussures
24,veste
25,détournement_objet
26,vivisection
27,maltraitance
28,peluche
29,œuf
30,mammifère
31,froid
32,sang_froid
33,boa
34,boa_constrictor
35,glisser_sol
36,ramper
37,déplacer
38,désert
39,sable
40,traces_sable
41,tête
42,vipère
43,v_tête_vipère
44,sud
45,sud_france
46,herbes_hautes
47,sandale
48,pieds_herbe
49,serpent_arrive
50,eau
51,serpent_eau
52,attention
53,garder_œil
54,difficile
55,douleur
56,vaccin
57,prévoir
58,guérir
59,enjamber
