,0
0,prise_charge_douleur
1,clinique_douleur
2,maux
3,soin
4,guérir
5,hôpital
6,centre_hospitalier_universitaire
7,centre_hospitalier_erstein
8,psychiatrie
9,oncologie
10,hématologie
11,cicatrice
12,réparer
13,guérir
14,ouvert
15,fracture_ouverte
16,fracture_fermée
17,déchirer
18,mal_pied
19,mal_dos
20,mal_tête
21,céphalée
22,verrue
23,cicatrisation
24,hôpital
25,centre_hospitalier_universitaire
26,pansement
27,bandage
28,ceinture_maintien
29,hépatologie
30,gynécologie
31,obstétrique
32,imagerie
33,anesthésie
34,réanimation
35,samu
36,smur
37,pathologie_digestive
38,hépato-digestif
39,direction_générale
40,coordination_transplantation
41,coordination_prélèvement
42,biologie
43,pôle_biologie
44,examen
45,laboratoire
46,test
47,examen
48,spécialité_médicale
49,ophtalmologie
50,hygiène
51,pôle_santé_publique
