,0
0,piscine
1,municipalité
2,municipale
3,creuser
4,liner
5,carreau
6,mosaïque
7,joint
8,réaliser
9,immerger
10,eau
11,oxygène
12,liquide
13,bleu
14,couleur
15,chlore
16,filtre
17,plongeon
18,natation
19,brasse
20,crawl
21,immersion
22,bombe
23,terroriste
24,humour
25,piscine
26,travaux
27,démolition
28,patinoire
29,wacken
30,proximité
31,bassin
32,soleil
33,canicule
34,équipement
35,protection
36,individuelle
37,couleur
38,fluorescente
39,casque
40,lunettes
41,bottes
42,pantalon
43,sécurité
44,dos
45,colonne
46,vertébrale
47,vertèbre
48,douleur
49,pincement
50,nerf
51,arrêt
52,travail
53,maladie
54,transpiration
55,énervement
56,fluide
57,rapport
58,sociaux
59,compliqué
60,pelleteuse
61,godet
62,pince
63,tri
