,0
0,piscine
1,natation
2,brasse
3,crawl
4,palme
5,sport
6,vacances
7,été
8,soleil
9,eau
10,chlore
11,bleu
12,couverte
13,découverte
14,wacken
15,monde
16,soleil
17,hiver
18,piscine_sous_la_neige
19,bleu
20,cobalt
21,vacances
22,natation
23,ne_pas_respirer
24,noyade
25,cours
26,pathologie
27,circonstanciel
28,bouche_à_bouche
29,arrêt_cardiaque
30,quinze
31,samu
32,secours
33,pompier
34,ambulance
35,natation
36,apprentissage
37,palme
38,ligne_d’eau
39,bouée
40,parasol
41,coup_de_soleil
42,brûlure
43,ticket
44,tarif
45,caisse
46,vestiaire
47,propreté
48,hygiène
49,décontamination
50,douche
51,bonde
52,cheveux
53,serviette
54,natte
55,brassard
56,carrelage
57,glissant
58,blessure
59,tomber
60,amusement
61,jeu
62,ballon
