,0
0,table
1,bureau
2,orinateur
3,micro
4,fil
5,cheveux
6,yeux
7,front
8,nez
9,bouche
10,oreille
11,mur
12,plafond
13,plancher
14,étagère
15,livre
16,document
17,assisstant
18,chaise
19,bras
20,jambe
21,pieds
22,main
23,doigt
24,ongle
25,poil
26,cil
27,sourcil
28,couloir
29,tableau
30,gravure
31,encadrement
32,fenêtre
33,moteur
34,engin
35,travaux
36,bruit
37,distraction
38,hôpital
39,strasbourg
40,universitaire
41,psychologue
42,psychiatre
43,caveau
44,hospice
45,civil
46,bouteille
47,vin
48,cuve
49,robinet
50,brochure
51,adresse
52,téléphone
53,horaire
54,magasin
55,presse
56,tabac
57,revue
58,journal
59,livre
60,loto
61,bulletin
62,vêtement
63,enseigne
64,devanture
65,vitrine
66,tramway
67,bus
68,voiture
69,piéton
70,cycliste
71,gare
72,train
