,0
0,douleur
1,plantaire
2,pied
3,aponévrose
4,tendon
5,insertion
6,musculaire
7,chaleur
8,froid
9,raidissant
10,raideur
11,aliénation
12,mal
13,médicament
14,anti-psychotique
15,internement
16,hospitalisation
17,police
18,lit
19,sécurité
20,paix
21,social
22,poids
23,seringue
24,interchangeable
25,chaise
26,barreau
27,fenêtre
28,casse
29,enfuir
30,courir
31,faire_stop
32,autostopper
33,strasbourg
34,nouvel_an
35,marché
36,pétard
37,fusée
38,feu_artifice
39,sonnette
40,revendication
41,discussion
42,énervement
43,argumentation
44,rhétorique
45,impossibilité
46,fuite
