,0
0,prise_charge_douleur
1,clinique_douleur
2,comité_lutte_contre_douleur
3,maux
4,soin
5,guérir
6,hôpital
7,centre_hospitalier_universitaire
8,centre_hospitalier_erstein
9,psychiatrie
10,oncologie
11,hématologie
12,cicatrice
13,réparer
14,guérir
15,ouvert
16,fracture_ouverte
17,fracture_fermée
18,déchirer
19,mal_pied
20,mal_dos
21,mal_tête
22,céphalée
23,verrue
24,cicatrisation
25,plan_lutte_contre_douleur
26,hôpital
27,centre_hospitalier_universitaire
28,plan_national_lutte_contre_douleur
29,pansement
30,bandage
31,ceinture_maintien
32,hépatologie
33,gynécologie
34,obstétrique
35,imagerie
36,anesthésie
37,réanimation
38,samu
39,smur
40,pathologie_digestive
41,hépato-digestif
42,direction_générale
43,coordination_transplantation
44,coordination_prélèvement
45,biologie
46,pôle_biologie
47,examen
48,laboratoire
49,test
50,examen
51,spécialité_médicale
52,ophtalmologie
53,hygiène
54,pôle_santé_publique
