,0
0,vingt-cinq_mètres
1,cinquante_mètres
2,cent_mètres
3,crawl
4,dos_crawlé
5,brasse
6,papillon
7,plongeoir
8,cinq_mètres
9,dix_mètres
10,natation
11,compétition
12,eau
13,mer
14,mare
15,lac
16,étang
17,rivière
18,cours_eau
19,toboggan
20,pataugeoire
21,profondeur
22,plonger
23,plongeon
24,salto
25,saut
26,intérieur
27,extérieur
28,découverte
29,jacuzzi
30,spa
31,détente
32,sport
33,dépense
34,physique
35,mentale
36,attraction
37,sensation
38,glisse
39,bouée
40,nageoire
41,poisson
42,requin
43,baleine
44,oursin
45,bleu
46,vert
47,limpide
48,liquide
