,0
0,serpent
1,venimeux
2,vénéneux
3,serpent.1
4,rampe
5,serpent_qui_pique
6,serpent_à_deux_têtes
7,cycle
8,serpent_à_deux_têtes.1
9,pique_devant
10,qui_pique_derrière_pique_devant
11,celui_qui_m'attrape
12,je_le_piquerai_devant_comme_derrière
13,derrière_comme_devant
14,belles_couleurs
15,oui
16,il_y_a_tellement_de_formes_de_serpent
17,vipères
18,vipères.1
19,_vipères_qui_peuvent_tuer
20,île_d'Oléron
21,c'est_pas_un_mensonge_c'est_à_l'île_d'Oléron_que_la_fille_de_Daniel_s'est_fait_piquer
22,je_suis_plus_dans_mon_dans_mon_film
23,ce_n'est_pas_un_film_c'est_la_réalité
24,c'est_la_vérité
25,la_copine_de_Daniel_s'est_fait_piquer_par_une_vipère_à_l'île_d'Oléron_et_elle_a_failli_mourir
26,elle_a_été_hospitalisée
