,0
0,bleu_
1,rouge_
2,bureau_
3,psychologue_
4,Strasbourg_
5,cathédrale_
6,micro_
7,chaise_
8,table_
9,vêtement_
10,maison_
11,appartement_
12,voyage_
13,tableau_
14,peinture_
15,aquarelle_
16,gouache_
17,acrylique_
18,jaune_
19,bleu_.1
20,rouge_.1
21,vert_
22,violet_
23,citron_
24,pamplemousse_
25,ananas_
26,fleur_
27,arbre_
28,If_
29,buis_
30,musique_
31,facteur_
32,musicien_
33,concert_
34,tarte_
35,groseille_
36,gratter_
37,minute_
38,temps_
39,passe_
40,fil_
41,ordinateur_
42,Luisa_
43,stagiaire_
44,cave_
45,grenier_
46,salle_de_bain_
47,difficile_
48,choisir_
49,mot_
50,long_
51,temps_.1
52,disque_
53,ordinateur_.1
54,souris_
55,unité_
56,bureau_.1
57,clavier_
58,console_
59,informatique_
60,cinéma_
61,fauteuil_
62,film_
63,Scarlet
64,sculpture_
65,musée_
66,Rodin_
67,Paris_
68,ville_
69,capitale_
70,New_York_
71,Venise_
72,Rome_
73,île_
74,papier_
75,feuille_
76,carbone_
77,calque_
78,grammage_
79,cuisine_
80,pâtes_
81,riz_
82,frigidaire_
83,dessert_
84,plat_principal_
85,viande_
86,poisson
