,0
0,serpent
1,jungle
2,animal
3,lion
4,gazelle
5,antilope
6,découvreur
7,bettina_rheims
8,photo
9,reportage
10,télévision
11,tv5
12,arte
13,coucher_de_soleil
14,sable
15,savane
16,corne
17,peau
18,braconnage
19,interdiction
20,onu
21,règlement
22,les_ententes_entre_les_états
23,les_états
24,lafrique
25,lune
26,maasai
27,collier
28,la_couleur_noire_de_la_peau
29,excision
30,nombre_de_femmes
31,suisse
32,algorithme
33,compagnies_aériennes
34,avion
35,panne
36,chute
37,absence_de_train
38,absence_de_voie_de_communication
39,jeep
40,séjour
41,prix
42,agence_de_voyage
43,livre_d'aventure
44,livre_de_photo
45,photo_reporters
46,mort
47,culpabilité
48,émission_télévisée
49,élocution_d'un_ministre
50,collier
51,feuillage
52,couleur_verte
53,caresser_la_peau_d'un_crocodile
54,être_mangé_par_un_crocodile
55,œufs
56,aquarium
