,0
0,amitié
1,mariage
2,manger
3,Eva_Mathilde
4,école
5,photographe
6,Katia
7,hôpital
8,test
9,nougatine
10,chocolat
11,haras
12,Bertschy
13,Rohmer
14,service
15,trente_onze
16,porte
17,bien
18,sereine
19,malade
20,bipolaire
21,tête
22,cerveau
23,yeux_fermés
24,plus_de_mots
25,sourire
26,rire
27,cerveau_qui_s'accélère
28,sortie
29,ligne_dans_les_yeux
30,faire-part
31,marrant
32,coquine
33,trait
34,crayon
35,papier
36,doux
37,stylo
38,pas
39,Bic
40,bruit
41,pas.1
42,changer
43,manger.1
44,feuille
45,sachet
46,porte.1
47,cuillère
