,0
0,douleur
1,post-it
2,voir
3,une
4,deux
5,douleur.1
6,difficulté
7,mal
8,soin
9,médicament
10,douleur.2
11,vie
12,mort
13,douleur.3
14,vie.1
15,une.1
16,deux.1
17,douleur.4
18,relatif
19,relatif.1
20,une.2
21,petit
22,grand
23,beaucoup
24,une.3
25,deux.2
26,objectif
27,souffrir
28,ne_pas_souffrir
29,une.4
30,deux.3
31,trois
32,souffrir.1
33,courage
34,une.5
35,deux.4
36,trois.1
37,quatre
38,cinq
39,six
40,une.6
41,deux.5
42,DIGRESSION
43,une.7
44,deux.6
45,trois.2
46,douleur.5
47,mal.1
48,Manet
49,biographie
50,biographie_croisée
51,DIGRESSION.1
52,genou
53,tête
54,tête.1
55,genou.1
56,articulation
57,entier
58,tenir
59,persévérance
60,une.8
61,deux.7
62,trois.3
63,une.9
64,minute
65,trente
66,une.10
67,deux.8
68,trente.1
69,vingt-neuf
70,vingt-huit
71,vingt-sept
72,vingt-six
73,vingt-cinq
74,vingt-quatre
75,vingt-trois
76,vignt-deux
77,vingt-et-un
78,douleur.6
79,vingt
80,une.11
81,deux.9
82,trois.4
83,douleur.7
84,vie.2
85,mort.1
86,oubli
87,une.12
88,deux.10
89,moi
90,genou.2
91,caillou
92,chou
93,une.13
94,deux.11
95,trois.5
96,quatre.1
97,cinq.1
98,une.14
99,deux.12
