,0
0,cieux
1,Jésus
2,foi
3,espérance
4,spiritualité
5,religion
6,musulman
7,juif
8,différent
9,accepter
10,tolérance
11,amour
12,prochain
13,message
14,biblique
15,clé
16,entrée
17,paradis
18,enfer
19,jugement
20,dernier
21,retour
22,bientôt
23,proche
24,date
25,inconnue
26,guerre
27,combat
28,Satan
29,ennemi
30,château
31,fort
32,forteresse
33,repos
34,calme
35,tranquilité
36,force
37,salut
38,Isaïe
39,Jérémie
40,Pierre
41,Paul
42,princesse
43,Cendrillon
44,princesse_des_cœurs
45,reine_des_cœurs
46,dessin-animé
47,film
48,beauté
49,doré
50,or
51,pierre_précisuse
52,diamant
53,argent
54,robe
55,magnifique
56,Sissi
57,souple
58,meringue
59,évasé
60,mariage
61,amour.1
62,impératrice
63,Sissi.1
64,Cendrillon.1
65,princesse.1
66,Esther
67,quelqu'un
68,quelqu'une
