,0
0,mot
1,pas
2,marche
3,marchons
4,campagne
5,montagne
6,arbre
7,courir
8,marathon
9,semi-marathon
10,poids_léger
11,karaté
12,judo
13,sport
14,uniforme
15,enfance
16,militaire
17,agité
18,repartir
19,voyage
20,pérou
21,clara
22,tour_du_monde
23,vélo
24,bicyclette
25,réparer
26,mécanique
27,outil
28,facilitation
29,graphique
30,dessiner
31,bd
32,bande-dessinée
33,poster
34,affiche
35,afficher
36,militer
37,militantisme
38,engager
39,engagement
40,valeur
41,volonté
42,pendant_le_thé
43,biscotte
44,gâteau
45,faire_la_cuisine
46,jardiner
47,main
48,terre
49,soleil
50,chaleur
51,simplicité
52,tente
53,bivouac
54,repartir
55,mer
56,lac
57,se_baigner
58,chaleur
59,maillot_de_bain
60,naturiste
61,sans_maillot_de_bain
62,poil
63,bronzage
64,crème_solaire
65,huile_de_bronzage
