,0
0,chat_
1,chien_
2,serpent_
3,chenille_
4,limace_
5,coccinelle_
6,sauterelle_
7,insecte_
8,abeille_
9,guêpe_
10,bourdon_
11,guépard_
12,hyène_
13,lion_
14,cheval_
15,gazelle_
16,daim_
17,écureuil_
18,sanglier_
19,cochon_
20,chèvre_
21,cheval_.1
22,vache_
23,mouton_
24,coq_
25,oie_
26,canard_
27,koala_
28,zèbre_
29,hippopotame_
30,girafe_
31,crocodile_
32,alligator_
33,baleine_
34,dauphin_
35,poulpe_
36,méduse_
37,carpe_
38,raie_
39,poisson_
40,alvin_
41,truite_
42,saumon_
43,dinosaure_
44,éléphant_
45,poisson_rouge_
46,hérisson_
47,cochon_d’inde_
48,lapin_
49,lièvre_
50,blaireau_
51,loriot
52,rat
53,souris_
54,fourmi_
55,moustique_
56,mouche_
57,araignée
