,0
0,royaume
1,c'est_pas_mal
2,royaume.1
3,tolkien
4,empire
5,cieux
6,roi
7,lire
8,roi.1
9,dame
10,valet
11,as
12,pic
13,carreau
14,trèfle
15,cœur
16,roi.2
17,royaume.2
18,crâne
19,cheval
20,shakespeare
21,royaume.3
22,tolkien.1
23,auteur
24,film
25,shakespeare.1
26,royaume.4
27,cieux.1
28,roi.3
29,roi.4
30,carte
31,jeu
32,république
33,monarchie
34,un
35,deux
36,trois
37,quatre
38,cinq
39,six
40,sept
41,huit
42,crâne.1
43,empire.1
44,être
45,non_être
46,crâne.2
47,cheval.1
48,empire.2
49,royaume.5
50,shakespeare.2
51,tolkien.2
52,mordor
53,anneau
54,gandalf
55,chef
56,trois.1
57,deux.1
58,un.1
59,cinéma
60,saga
61,livre
62,lecture
63,film.1
