,0
0,chat_
1,chien
2,cheval
3,orang-outan
4,singe
5,chimpanzé
6,poney
7,double-poney
8,jument
9,léopard
10,guépard
11,lion
12,lionceau
13,lionne
14,jaguar
15,panthère_noire
16,panthère___
17,éléphant
18,kangourou
19,ours
20,ourson
21,hyène
22,hibou
23,aigle
24,chouette
25,rat
26,souris
27,araignée
28,poisson
29,dauphin
30,orque
31,baleine
32,requin
33,lapin
34,lapin.1
35,rat.1
36,cochon_d'Inde
37,hamster
38,écureuil
39,écrevisse
40,faon
41,paon
42,paresseux
43,éléphant.1
44,mammouth
45,hippocampe
46,oiseau
47,oisillon
48,pélican
49,flamant_rose
50,autruche_
51,serpent_
