,0
0,Adam
1,Eve
2,pêché
3,sept
4,capital
5,peine
6,immense
7,microphone
8,cardioïde
9,fréquence
10,modulation
11,bouton
12,rainure
13,cône
14,triangle
15,pétard
16,joint
17,tabac
18,haschich
19,marijuana
20,mélange
21,fumée
22,pipe_à_eau
23,défonce
24,psychose
25,internement
26,hospitalisation_à_la_demande_d'un_tiers
27,service
28,psychiatrie
29,traitement
30,repas
31,horaire
32,pause
33,cigarette
34,mégot
35,tabac.1
36,saleté
37,propreté
38,lit
39,coussin
40,drap
41,à_l'aise
42,chaise
43,pyjama
44,bleu
45,vert
46,personnel
47,hospitalier
48,vert.1
49,bleu.1
50,rouge
51,ambulance
52,clavier
53,bouton.1
54,souris
55,mulot
56,wifi
57,bluetooth
58,technologie
59,définition
60,résolution
61,impression
62,confection
63,fabrication
