,0
0,alphabet
1,alphabet
2,baguette_de_pain
3,croûton_de_pain
4,dominique
5,domaine
6,effeuillage
7,fabrique
8,fourmi
9,gâteau
10,grenouille
11,hibou
12,hitte
13,hutte
14,joyeux
15,joyeux
16,joyeux
17,koala
18,lapin
19,moi_avec_un_grand_m
20,moi_avec_un_grand_m
21,noémie
22,orange
23,patrick
24,mon_collègue
25,roue_de_la_fortune
26,ciseaux
27,soie
28,jolie_soie
29,toi_toi_mon_toi
30,mon_toi
31,villégiature
32,walibi
33,yoyo
34,yoga
35,bureau
36,pinceau
37,psychologue
38,plus_doux_que_psychiatre
39,samedi
40,matin
41,hôpital
42,test_psychotechnique
43,psychologique
44,avancer
45,science
46,faire_reculer_la_maladie
