,0
0,cheval
1,poisson_
2,étang
3,coupole
4,soleil
5,ordinateur
6,imprimante
7,chien
8,voiture_
9,pneu
10,montagne
11,pic
12,ski
13,natation
14,mer
15,psicine
16,jambe
17,pied
18,tête
19,cœur
20,voisin
21,enfant
22,blonde
23,rose
24,cabane
25,voiture_.1
26,chaise
27,arbre
28,papa
29,Pascal
30,hôtel
31,vacances
32,île
33,voiture_.2
34,cil
35,cheveux
36,portrait
37,Belgique
38,restaurant
39,doigt
40,montre
41,bureau
42,porte
43,escalier
44,grenier
45,fenêtre
46,sapin
47,horizon
48,montagne.1
49,lèvre
50,doigt.1
51,micro
52,téléphone
53,ordinateur.1
54,château
55,bouteille
56,assiette
57,couvert
58,nez
59,cercle
60,ronde
61,jeu
62,jouet
63,escalade
64,pente
65,front
66,cerveau
