,0
0,douleur
1,douloureux
2,douloureux.1
3,heureux
4,heureuse
5,pétillement
6,joie_de_vivre
7,vieux_souvenir
8,maladie
9,mort
10,peine_de_coeur
11,déception
12,tristesse
13,pleurs
14,amour
15,amour.1
16,amitié
17,amitié_avec_des_filles
18,avec_des_garçons
19,amour_avec_des_filles
20,avec_des_garçons.1
21,pleurs.1
22,enfance
23,mère
24,grand-mère
25,les_femmes_pleurent
26,les_hommes_se_mettent_en_colère
27,pleurent_aussi_mais_de_colère
28,les_femmes_pleurent_de_tristesse
29,larmes_aux_yeux
30,émotion
31,sentimentalisme
32,sentiment
33,nuit
34,soir
35,noir
36,sombre
37,peur
38,anxiété
39,injustice
40,juste
41,justement
42,justification
43,facilité
44,facilité.1
45,douleur.1
46,douleur.2
47,douleur_au_pied
48,marcher
