,0
0,valise
1,sac
2,balançoire
3,cocktail
4,plage
5,mer
6,table
7,chaise
8,cuillère
9,assiette
10,parasol
11,bonnet
12,vent
13,escalier
14,route
15,voiture
16,avion
17,cheval
18,chat
19,souris
20,herbe
21,gazon
22,pelouse
23,piscine
24,dormir
25,manger
26,courir
27,voler
28,apprendre
29,lire
30,livre
31,étagère
32,bouquin
33,maîtresse
34,boulanger
35,potager
36,facteur
37,nettoyer
38,diriger
39,mener
40,conduire
41,société
42,compagnie_d'assurance
43,banque
44,distributeur_automatique
45,bus
46,caravane
47,surf
48,parapluie
49,box
50,bombe
51,cravache
52,talon
53,botte
54,tong
55,rencontre
56,rendez-vous
57,dentiste
58,esthéticienne
59,carnage
60,boucan
61,feu
62,bruit
63,accident
64,aspirateur
65,pompier
66,événement
67,anniversaire
68,mariage
69,décès
70,enterrement
71,école
72,collège
73,lycée
74,crèche
75,voyage
76,avion
77,hélicoptère
78,kayak
79,plongée
80,pizza
81,pâte
82,fruit
83,légume
84,aubergine
85,courgette
86,tomate
87,oignon
88,persil
89,ciboulette
90,thym
91,gratin
92,lasagne
93,ustensile
94,tablier
95,toque
96,étoile
97,gazon
98,ciel
99,bleu
100,rouge
101,vert
102,orange
103,pomme
104,cueillir
105,jardiner
106,cuisiner
107,mélanger
