,0
0,royaume
1,roi
2,reine
3,Danemark
4,Hamlet
5,Shakespeare
6,tragédie
7,comédie
8,roi.1
9,constitution
10,constitutionalisme
11,habeas_corpus
12,règle
13,états_généraux
14,France
15,révolution
16,couronne
17,_joyau
18,_manteau
19,_musée
20,Cathédrale
21,chapelle
22,mariage
23,alliance
24,les_habsburg
25,annales
26,caisse
27,perception
28,l'argent
29,_impôts
30,Aubert
31,collègue
32,royaume.1
33,Belgique
34,palais
35,les_gardes_nationaux
36,arme
37,fusil
38,pistolet
39,_balle
40,courage
41,_vaillance
42,le_image
43,déception
44,scandale
45,turpitude
46,la_mauvaise_ambiance
47,_fils
48,fille
49,gad_elmaleh
50,le_film_Grace_de_Monaco
51,olivier_
52,festival_de_cannes
53,cinéma
54,marche
55,_rocher
56,décès
57,le_lien_de_filiation
58,les_sœurs
59,fille.1
60,frère
61,déception.1
62,cirque
63,_circassien
64,consultation
65,expert_comptable
66,vie_à_côté
