,0
0,serpent
1,crotale
2,vipère
3,couleuvre
4,aspic
5,mambo
6,naja
7,mortel
8,venimeux
9,dangereux
10,discret
11,fourbe
12,bruyant
13,à_sonnettes
14,méandre
15,torsion
16,souplesse
17,morsure
18,piqûre
19,maladie
20,antidote
21,vaccin
22,charmeur
23,peau
24,souris
25,crapaud
26,grenouille
27,lapin
28,constriction
29,constrictor
30,python
31,boa
32,jungle
33,savane
34,ovipare
35,tacheté
36,coloré
37,rayé
38,zébré
39,aquatique
40,de_mer
41,anaconda
42,Kaa
43,livre_de_la_jungle
44,Mowgli
45,Bagheera
46,Sher-khan
47,Raksha
