,0
0,prise_en_charge_de_la_douleur
1,clinique_de_la_douleur
2,comité_de_lutte_contre_la_douleur
3,maux
4,soin
5,guérir
6,hôpital
7,centre_hospitalier_universitaire
8,centre_hospitalier_d'Erstein
9,psychiatrie
10,oncologie
11,hématologie
12,cicatrice
13,réparer
14,guérir.1
15,ouvert
16,fracture_ouverte
17,fracture_fermée
18,déchirer
19,mal_au_pied
20,mal_au_dos
21,mal_à_la_tête
22,céphalée
23,verrue
24,cicatrisation
25,plan_de_lutte_contre_la_douleur
26,hôpital.1
27,centre_hospitalier_universitaire.1
28,plan_national_de_lutte_contre_la_douleur
29,pansement
30,bandage
31,ceinture_de_maintien
32,hépatologie
33,gynécologie
34,obstétrique
35,imagerie
36,anesthésie
37,réanimation
38,SAMU
39,SMUR
40,pathologie_digestive
41,hépato-digestif
42,direction_générale
43,coordination_transplantation
44,coordination_prélèvement
45,biologie
46,pôle_de_biologie
47,examen
48,laboratoire
49,test
50,examen.1
51,spécialité_médicale
52,ophtalmologie
53,hygiène
54,pôle_de_santé_publique
